;id;org:resource;concept:name;time:timestamp;org:role;case:Permit travel permit number;case:Task;case:OrganizationalEntity;case:RequestedAmount;case:Activity;case:Permit TaskNumber;case:Permit BudgetNumber;case:Permit ProjectNumber;case:Project;case:concept:name;case:Permit OrganizationalEntity;case:Permit RequestedBudget;case:Cost Type;case:Permit id;case:Permit ActivityNumber;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
1174;st_step 28322_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-03-22 15:21:22+01:00;ADMINISTRATION;travel permit number 28306;task 28309;organizational unit 65462;2061.7218527162336;activity 505;task 427;budget 962;project 15337;project 503;request for payment 28307;organizational unit 65459;4066.0407768185582;0;travel permit 28305;UNKNOWN;request for payment number 28308; request for payment; approved;; administration, administration;, STAFF MEMBER
1175;st_step 28321_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-03-28 11:54:47+02:00;BUDGET OWNER;travel permit number 28306;task 28309;organizational unit 65462;2061.7218527162336;activity 505;task 427;budget 962;project 15337;project 503;request for payment 28307;organizational unit 65459;4066.0407768185582;0;travel permit 28305;UNKNOWN;request for payment number 28308; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
1176;st_step 28315_0;STAFF MEMBER;Permit APPROVED by SUPERVISOR;2018-03-29 05:15:20+02:00;SUPERVISOR;travel permit number 28306;task 28309;organizational unit 65462;2061.7218527162336;activity 505;task 427;budget 962;project 15337;project 503;request for payment 28307;organizational unit 65459;4066.0407768185582;0;travel permit 28305;UNKNOWN;request for payment number 28308; permit; approved;; supervisor, supervisor;, STAFF MEMBER
1177;st_step 28316_0;STAFF MEMBER;Permit FINAL_APPROVED by DIRECTOR;2018-03-29 06:57:27+02:00;DIRECTOR;travel permit number 28306;task 28309;organizational unit 65462;2061.7218527162336;activity 505;task 427;budget 962;project 15337;project 503;request for payment 28307;organizational unit 65459;4066.0407768185582;0;travel permit 28305;UNKNOWN;request for payment number 28308; permit; approved; final; director, director;, STAFF MEMBER
1178;st_step 28323_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-04-03 12:19:07+02:00;SUPERVISOR;travel permit number 28306;task 28309;organizational unit 65462;2061.7218527162336;activity 505;task 427;budget 962;project 15337;project 503;request for payment 28307;organizational unit 65459;4066.0407768185582;0;travel permit 28305;UNKNOWN;request for payment number 28308; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1179;rp_request for payment 28307_15;SYSTEM;Request Payment;2018-04-05 07:17:24+02:00;UNDEFINED;travel permit number 28306;task 28309;organizational unit 65462;2061.7218527162336;activity 505;task 427;budget 962;project 15337;project 503;request for payment 28307;organizational unit 65459;4066.0407768185582;0;travel permit 28305;UNKNOWN;request for payment number 28308; payment; request;;;, SYSTEM
1180;rp_request for payment 28307_16;SYSTEM;Payment Handled;2018-04-09 17:30:59+02:00;UNDEFINED;travel permit number 28306;task 28309;organizational unit 65462;2061.7218527162336;activity 505;task 427;budget 962;project 15337;project 503;request for payment 28307;organizational unit 65459;4066.0407768185582;0;travel permit 28305;UNKNOWN;request for payment number 28308; payment; handled;;;, SYSTEM
1181;st_step 33182_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-03-27 11:24:19+02:00;EMPLOYEE;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; permit, employee; submitted;; employee;, STAFF MEMBER
1182;st_step 33181_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-03-27 11:24:33+02:00;ADMINISTRATION;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; permit; approved;; administration, administration;, STAFF MEMBER
1183;st_step 33183_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-03-28 09:30:22+02:00;SUPERVISOR;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1184;st_step 33191_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-18 11:46:23+02:00;EMPLOYEE;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; request for payment, employee; submitted;; employee;, STAFF MEMBER
1185;st_step 33190_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-18 11:46:33+02:00;ADMINISTRATION;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; request for payment; rejected;; administration, administration;, STAFF MEMBER
1186;st_step 33192_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-24 08:33:08+02:00;EMPLOYEE;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; request for payment, employee; rejected;; employee;, STAFF MEMBER
1187;st_step 33188_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-25 18:45:51+02:00;EMPLOYEE;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; request for payment, employee; submitted;; employee;, STAFF MEMBER
1188;st_step 33189_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-06-18 15:13:42+02:00;ADMINISTRATION;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; request for payment; rejected;; administration, administration;, STAFF MEMBER
1189;st_step 33187_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-06-20 10:02:44+02:00;EMPLOYEE;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; request for payment, employee; rejected;; employee;, STAFF MEMBER
1190;st_step 33184_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-06-25 15:06:53+02:00;EMPLOYEE;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; request for payment, employee; submitted;; employee;, STAFF MEMBER
1191;st_step 33185_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-06-25 15:07:22+02:00;ADMINISTRATION;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; request for payment; approved;; administration, administration;, STAFF MEMBER
1192;st_step 33186_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-06-26 08:49:35+02:00;SUPERVISOR;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1193;rp_request for payment 33174_15;SYSTEM;Request Payment;2018-06-27 19:45:01+02:00;UNDEFINED;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; payment; request;;;, SYSTEM
1194;rp_request for payment 33174_16;SYSTEM;Payment Handled;2018-07-02 17:31:20+02:00;UNDEFINED;travel permit number 33172;task 33176;organizational unit 65454;923.1040177180239;activity 505;task 427;budget 1114;project 33173;project 503;request for payment 33174;organizational unit 65460;1613.002809907284;0;travel permit 33171;UNKNOWN;request for payment number 33175; payment; handled;;;, SYSTEM
1195;st_step 45047_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-03-27 12:50:46+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit, employee; submitted;; employee;, STAFF MEMBER
1196;st_step 45046_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-03-27 12:50:55+02:00;ADMINISTRATION;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit; approved;; administration, administration;, STAFF MEMBER
1197;st_step 45045_0;STAFF MEMBER;Permit REJECTED by BUDGET OWNER;2018-03-27 14:04:42+02:00;BUDGET OWNER;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit; rejected;; budget owner, budget owner;, STAFF MEMBER
1198;st_step 45048_0;STAFF MEMBER;Permit REJECTED by EMPLOYEE;2018-03-29 09:18:29+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit, employee; rejected;; employee;, STAFF MEMBER
1199;st_step 45041_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-03-29 09:44:09+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit, employee; submitted;; employee;, STAFF MEMBER
1200;st_step 45044_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-03-29 09:44:14+02:00;ADMINISTRATION;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit; approved;; administration, administration;, STAFF MEMBER
1201;st_step 45042_0;STAFF MEMBER;Permit REJECTED by BUDGET OWNER;2018-04-04 10:37:12+02:00;BUDGET OWNER;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit; rejected;; budget owner, budget owner;, STAFF MEMBER
1202;st_step 45043_0;STAFF MEMBER;Permit REJECTED by EMPLOYEE;2018-04-05 08:43:38+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit, employee; rejected;; employee;, STAFF MEMBER
1203;st_step 45039_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-04-09 13:18:09+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit, employee; submitted;; employee;, STAFF MEMBER
1204;st_step 45038_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-04-09 13:18:11+02:00;ADMINISTRATION;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit; approved;; administration, administration;, STAFF MEMBER
1205;st_step 45037_0;STAFF MEMBER;Permit APPROVED by BUDGET OWNER;2018-04-09 14:52:33+02:00;BUDGET OWNER;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit; approved;; budget owner, budget owner;, STAFF MEMBER
1206;st_step 45040_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-04-10 08:52:27+02:00;SUPERVISOR;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1207;st_step 45052_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-10 11:09:55+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; request for payment, employee; submitted;; employee;, STAFF MEMBER
1208;st_step 45050_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-10 11:10:01+02:00;ADMINISTRATION;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; request for payment; approved;; administration, administration;, STAFF MEMBER
1209;st_step 45051_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-04-10 11:52:09+02:00;BUDGET OWNER;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
1210;st_step 45049_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-04-10 16:55:09+02:00;SUPERVISOR;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1211;rp_request for payment 45032_15;SYSTEM;Request Payment;2018-04-10 16:55:11+02:00;UNDEFINED;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; payment; request;;;, SYSTEM
1212;rp_request for payment 45032_16;SYSTEM;Payment Handled;2018-04-12 17:31:12+02:00;UNDEFINED;travel permit number 45031;UNKNOWN;organizational unit 65487;801.2655909951075;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45032;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;request for payment number 45033; payment; handled;;;, SYSTEM
1213;st_step 45047_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-03-27 12:50:46+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit, employee; submitted;; employee;, STAFF MEMBER
1214;st_step 45046_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-03-27 12:50:55+02:00;ADMINISTRATION;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit; approved;; administration, administration;, STAFF MEMBER
1215;st_step 45045_0;STAFF MEMBER;Permit REJECTED by BUDGET OWNER;2018-03-27 14:04:42+02:00;BUDGET OWNER;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit; rejected;; budget owner, budget owner;, STAFF MEMBER
1216;st_step 45048_0;STAFF MEMBER;Permit REJECTED by EMPLOYEE;2018-03-29 09:18:29+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit, employee; rejected;; employee;, STAFF MEMBER
1217;st_step 45041_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-03-29 09:44:09+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit, employee; submitted;; employee;, STAFF MEMBER
1218;st_step 45044_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-03-29 09:44:14+02:00;ADMINISTRATION;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit; approved;; administration, administration;, STAFF MEMBER
1219;st_step 45055_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-03 14:48:58+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
1220;st_step 45042_0;STAFF MEMBER;Permit REJECTED by BUDGET OWNER;2018-04-04 10:37:12+02:00;BUDGET OWNER;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit; rejected;; budget owner, budget owner;, STAFF MEMBER
1221;st_step 45043_0;STAFF MEMBER;Permit REJECTED by EMPLOYEE;2018-04-05 08:43:38+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit, employee; rejected;; employee;, STAFF MEMBER
1222;st_step 45039_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-04-09 13:18:09+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit, employee; submitted;; employee;, STAFF MEMBER
1223;st_step 45038_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-04-09 13:18:11+02:00;ADMINISTRATION;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit; approved;; administration, administration;, STAFF MEMBER
1224;st_step 45037_0;STAFF MEMBER;Permit APPROVED by BUDGET OWNER;2018-04-09 14:52:33+02:00;BUDGET OWNER;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit; approved;; budget owner, budget owner;, STAFF MEMBER
1225;st_step 45040_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-04-10 08:52:27+02:00;SUPERVISOR;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1226;st_step 45054_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-04-10 11:05:08+02:00;ADMINISTRATION;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
1227;st_step 45053_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-10 11:48:21+02:00;EMPLOYEE;travel permit number 45031;UNKNOWN;organizational unit 65487;79.5582856307199;UNKNOWN;UNKNOWN;budget 2945;UNKNOWN;project 503;request for payment 45034;organizational unit 65472;1925.3105122634215;0;travel permit 45030;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
1228;st_step 45689_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-03-30 15:36:06+02:00;EMPLOYEE;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; permit, employee; submitted;; employee;, STAFF MEMBER
1229;st_step 45688_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-03-30 15:36:09+02:00;ADMINISTRATION;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; permit; approved;; administration, administration;, STAFF MEMBER
1230;st_step 45691_0;STAFF MEMBER;Permit REJECTED by SUPERVISOR;2018-04-04 10:32:54+02:00;SUPERVISOR;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; permit; rejected;; supervisor, supervisor;, STAFF MEMBER
1231;st_step 45690_0;STAFF MEMBER;Permit REJECTED by EMPLOYEE;2018-04-09 11:52:50+02:00;EMPLOYEE;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; permit, employee; rejected;; employee;, STAFF MEMBER
1232;st_step 45686_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-04-09 13:10:26+02:00;EMPLOYEE;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; permit, employee; submitted;; employee;, STAFF MEMBER
1233;st_step 45687_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-04-09 13:10:28+02:00;ADMINISTRATION;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; permit; approved;; administration, administration;, STAFF MEMBER
1234;st_step 45684_0;STAFF MEMBER;Permit APPROVED by SUPERVISOR;2018-04-09 13:45:33+02:00;SUPERVISOR;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; permit; approved;; supervisor, supervisor;, STAFF MEMBER
1235;st_step 45685_0;STAFF MEMBER;Permit FINAL_APPROVED by DIRECTOR;2018-04-10 13:53:59+02:00;DIRECTOR;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; permit; approved; final; director, director;, STAFF MEMBER
1236;st_step 45699_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-11 16:07:11+02:00;EMPLOYEE;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; request for payment, employee; submitted;; employee;, STAFF MEMBER
1237;st_step 45698_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-11 16:07:14+02:00;ADMINISTRATION;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; request for payment; approved;; administration, administration;, STAFF MEMBER
1238;st_step 45700_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-04-16 08:05:53+02:00;SUPERVISOR;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1239;rp_request for payment 45678_15;SYSTEM;Request Payment;2018-04-16 11:35:33+02:00;UNDEFINED;travel permit number 45673;task 25860;organizational unit 65463;1803.1696967458781;activity 505;task 427;budget 19492;project 19841;project 503;request for payment 45678;organizational unit 65455;11112.385148392841;0;travel permit 45672;UNKNOWN;request for payment number 45679; payment; request;;;, SYSTEM
