;id;org:resource;concept:name;time:timestamp;org:role;case:OrganizationalEntity;case:ProjectNumber;case:TaskNumber;case:dec_id_0;case:ActivityNumber;case:TotalDeclared;case:concept:name;case:RequestedAmount_0;case:Overspent;case:travel permit number;case:DeclarationNumber_0;case:RequestedBudget;case:BudgetNumber;case:OverspentAmount;case:RfpNumber_0;case:OrganizationalEntity_0;case:Rfp_id_0;case:Cost Type_0;case:dec_id_1;case:Activity_0;case:Task_0;case:Project_0;case:DeclarationNumber_1;case:RequestedAmount_1;case:Activity_1;case:dec_id_2;case:RfpNumber_1;case:OrganizationalEntity_1;case:Cost Type_1;case:Task_1;case:Rfp_id_1;case:Project_1;case:DeclarationNumber_2;case:RequestedAmount_2;case:dec_id_3;case:dec_id_4;case:DeclarationNumber_4;case:RequestedAmount_4;case:RequestedAmount_3;case:DeclarationNumber_3;case:Activity_2;case:Cost Type_2;case:RfpNumber_2;case:OrganizationalEntity_2;case:Project_2;case:Rfp_id_2;case:Task_2;case:Activity_3;case:Cost Type_3;case:RfpNumber_3;case:OrganizationalEntity_3;case:Project_3;case:Rfp_id_3;case:Task_3;case:RequestedAmount_9;case:dec_id_5;case:dec_id_6;case:dec_id_9;case:dec_id_7;case:dec_id_8;case:DeclarationNumber_8;case:DeclarationNumber_9;case:DeclarationNumber_5;case:DeclarationNumber_6;case:DeclarationNumber_7;case:RequestedAmount_8;case:RequestedAmount_6;case:RequestedAmount_5;object:name;action:name;action:status;org:actor:name;org:actor:name:a
3081;rv_travel permit 32213_7;STAFF MEMBER;End trip;2018-06-05 00:00:00+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; trip, employee; end;;;, STAFF MEMBER
3082;st_step 32238_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-06-06 11:12:20+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
3083;st_step 32239_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-06-06 11:33:52+02:00;ADMINISTRATION;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; rejected;; administration, administration;, STAFF MEMBER
3084;st_step 32237_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-06-06 11:41:46+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; rejected;; employee;, STAFF MEMBER
3085;st_step 32234_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-06-06 11:57:47+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
3086;st_step 32236_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-06-06 11:58:57+02:00;ADMINISTRATION;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; rejected;; administration, administration;, STAFF MEMBER
3087;st_step 32235_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-06-08 11:28:05+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; rejected;; employee;, STAFF MEMBER
3088;st_step 32231_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-06-08 12:00:45+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
3089;st_step 32230_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-06-08 12:01:08+02:00;ADMINISTRATION;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; administration, administration;, STAFF MEMBER
3090;st_step 32233_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-06-12 14:48:29+02:00;SUPERVISOR;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
3091;st_step 32232_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-06-13 20:50:03+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; rejected;; employee;, STAFF MEMBER
3092;st_step 32229_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-06-14 09:29:57+02:00;EMPLOYEE;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
3093;st_step 32228_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-06-14 09:30:12+02:00;ADMINISTRATION;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; administration, administration;, STAFF MEMBER
3094;st_step 32227_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-06-15 12:59:54+02:00;SUPERVISOR;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
3095;fd_declaration 32217_17;SYSTEM;Request Payment;2018-06-19 12:10:57+02:00;UNDEFINED;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; request;;;, SYSTEM
3096;fd_declaration 32217_18;SYSTEM;Payment Handled;2018-06-21 17:31:08+02:00;UNDEFINED;organizational unit 65464;UNKNOWN;UNKNOWN;;UNKNOWN;1338.5297089927901;travel permit 32213;1016.3446586341922;True;travel permit number 32214;;1085.2926631144012;budget 871;752.1115231152564;request for payment number 32216;organizational unit 65465;request for payment 32215;0.0;declaration 32217;UNKNOWN;UNKNOWN;project 503;declaration number 32218;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; handled;;;, SYSTEM
3097;st_step 45826_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-04-20 09:27:42+02:00;EMPLOYEE;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit, employee; submitted;; employee;, STAFF MEMBER
3098;st_step 45828_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-04-20 09:27:58+02:00;ADMINISTRATION;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit; approved;; administration, administration;, STAFF MEMBER
3099;st_step 45827_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-04-23 10:21:13+02:00;SUPERVISOR;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
3100;rv_travel permit 45818_6;STAFF MEMBER;Start trip;2018-05-01 00:00:00+02:00;EMPLOYEE;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; trip, employee; start;;;, STAFF MEMBER
3101;rv_travel permit 45818_7;STAFF MEMBER;End trip;2018-05-07 00:00:00+02:00;EMPLOYEE;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; trip, employee; end;;;, STAFF MEMBER
3102;st_step 45837_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-05-09 13:29:04+02:00;EMPLOYEE;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
3103;st_step 45836_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-05-09 13:29:16+02:00;ADMINISTRATION;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; administration, administration;, STAFF MEMBER
3104;st_step 45831_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-05-09 13:35:31+02:00;EMPLOYEE;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; request for payment, employee; submitted;; employee;, STAFF MEMBER
3105;st_step 45830_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-05-09 13:35:35+02:00;ADMINISTRATION;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; request for payment; rejected;; administration, administration;, STAFF MEMBER
3106;st_step 45835_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-05-14 09:10:07+02:00;SUPERVISOR;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
3107;st_step 45829_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-05-14 10:49:49+02:00;EMPLOYEE;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; request for payment, employee; rejected;; employee;, STAFF MEMBER
3108;st_step 45834_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-05-14 11:00:37+02:00;EMPLOYEE;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
3109;st_step 45833_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-05-14 11:00:44+02:00;ADMINISTRATION;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; rejected;; administration, administration;, STAFF MEMBER
3110;st_step 45832_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-05-14 13:08:50+02:00;EMPLOYEE;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; rejected;; employee;, STAFF MEMBER
3111;st_step 45839_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-05-14 13:50:43+02:00;EMPLOYEE;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration, employee; submitted;; employee;, STAFF MEMBER
3112;st_step 45838_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-05-14 13:50:45+02:00;ADMINISTRATION;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved;; administration, administration;, STAFF MEMBER
3113;fd_declaration 45822_17;SYSTEM;Request Payment;2018-05-15 07:53:13+02:00;UNDEFINED;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; request;;;, SYSTEM
3114;st_step 45840_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-05-15 08:33:45+02:00;SUPERVISOR;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
3115;fd_declaration 45824_17;SYSTEM;Request Payment;2018-05-15 16:35:42+02:00;UNDEFINED;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; request;;;, SYSTEM
3116;fd_declaration 45822_18;SYSTEM;Payment Handled;2018-05-17 17:31:34+02:00;UNDEFINED;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; handled;;;, SYSTEM
3117;fd_declaration 45824_18;SYSTEM;Payment Handled;2018-05-17 17:31:34+02:00;UNDEFINED;organizational unit 65460;UNKNOWN;UNKNOWN;;activity 38114;1087.311669804946;travel permit 45818;314.69214616204437;True;travel permit number 45819;;652.8882700457352;budget 499;287.4984983319629;UNKNOWN;organizational unit 65454;request for payment 45820;0.0;declaration 45821;UNKNOWN;UNKNOWN;project 503;UNKNOWN;;;declaration 45822;;;;;;;declaration number 45823;484;declaration 45824;;;;482;declaration number 45825;;;;;;;;;;;;;;;;;;;;;;;;;;;;; payment; handled;;;, SYSTEM
3118;st_step 26142_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-04-20 11:58:25+02:00;EMPLOYEE;organizational unit 65456;project 26129;task 427;;UNKNOWN;1018.1457203181963;travel permit 26127;507.3080864379715;False;travel permit number 26128;;955.9939051097774;budget 522;-875.9117290525471;request for payment number 26131;organizational unit 65461;request for payment 26130;0.0;;activity 505;task 26132;project 503;;248.58096235460604;activity 505;;request for payment number 26134;organizational unit 65461;0.0;task 26132;request for payment 26133;project 503;;99.20691468120332;declaration 26137;;;;146;declaration number 26138;activity 505;0.0;request for payment number 26136;organizational unit 65461;project 503;request for payment 26135;task 26132;;;;;;;;;;;;;;;;;;;;;; permit, employee; submitted;; employee;, STAFF MEMBER
3119;st_step 26140_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-04-20 11:58:30+02:00;ADMINISTRATION;organizational unit 65456;project 26129;task 427;;UNKNOWN;1018.1457203181963;travel permit 26127;507.3080864379715;False;travel permit number 26128;;955.9939051097774;budget 522;-875.9117290525471;request for payment number 26131;organizational unit 65461;request for payment 26130;0.0;;activity 505;task 26132;project 503;;248.58096235460604;activity 505;;request for payment number 26134;organizational unit 65461;0.0;task 26132;request for payment 26133;project 503;;99.20691468120332;declaration 26137;;;;146;declaration number 26138;activity 505;0.0;request for payment number 26136;organizational unit 65461;project 503;request for payment 26135;task 26132;;;;;;;;;;;;;;;;;;;;;; permit; approved;; administration, administration;, STAFF MEMBER
3120;st_step 26143_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-20 12:01:50+02:00;EMPLOYEE;organizational unit 65456;project 26129;task 427;;UNKNOWN;1018.1457203181963;travel permit 26127;507.3080864379715;False;travel permit number 26128;;955.9939051097774;budget 522;-875.9117290525471;request for payment number 26131;organizational unit 65461;request for payment 26130;0.0;;activity 505;task 26132;project 503;;248.58096235460604;activity 505;;request for payment number 26134;organizational unit 65461;0.0;task 26132;request for payment 26133;project 503;;99.20691468120332;declaration 26137;;;;146;declaration number 26138;activity 505;0.0;request for payment number 26136;organizational unit 65461;project 503;request for payment 26135;task 26132;;;;;;;;;;;;;;;;;;;;;; request for payment, employee; submitted;; employee;, STAFF MEMBER
3121;st_step 26144_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-20 12:01:53+02:00;ADMINISTRATION;organizational unit 65456;project 26129;task 427;;UNKNOWN;1018.1457203181963;travel permit 26127;507.3080864379715;False;travel permit number 26128;;955.9939051097774;budget 522;-875.9117290525471;request for payment number 26131;organizational unit 65461;request for payment 26130;0.0;;activity 505;task 26132;project 503;;248.58096235460604;activity 505;;request for payment number 26134;organizational unit 65461;0.0;task 26132;request for payment 26133;project 503;;99.20691468120332;declaration 26137;;;;146;declaration number 26138;activity 505;0.0;request for payment number 26136;organizational unit 65461;project 503;request for payment 26135;task 26132;;;;;;;;;;;;;;;;;;;;;; request for payment; approved;; administration, administration;, STAFF MEMBER
3122;st_step 26146_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-04-20 13:42:36+02:00;BUDGET OWNER;organizational unit 65456;project 26129;task 427;;UNKNOWN;1018.1457203181963;travel permit 26127;507.3080864379715;False;travel permit number 26128;;955.9939051097774;budget 522;-875.9117290525471;request for payment number 26131;organizational unit 65461;request for payment 26130;0.0;;activity 505;task 26132;project 503;;248.58096235460604;activity 505;;request for payment number 26134;organizational unit 65461;0.0;task 26132;request for payment 26133;project 503;;99.20691468120332;declaration 26137;;;;146;declaration number 26138;activity 505;0.0;request for payment number 26136;organizational unit 65461;project 503;request for payment 26135;task 26132;;;;;;;;;;;;;;;;;;;;;; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
