;id;org:resource;concept:name;time:timestamp;org:role;case:Project;case:Task;case:concept:name;case:OrganizationalEntity;case:Cost Type;case:RequestedAmount;case:Activity;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
344;st_step 153394_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-02-28 13:59:38+01:00;BUDGET OWNER;project 503;UNKNOWN;request for payment 153385;organizational unit 65454;0;364.004361153887;UNKNOWN;request for payment number 153386; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
345;st_step 153393_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-03-01 10:00:15+01:00;SUPERVISOR;project 503;UNKNOWN;request for payment 153385;organizational unit 65454;0;364.004361153887;UNKNOWN;request for payment number 153386; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
346;st_step 153391_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-03-06 09:38:43+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 153385;organizational unit 65454;0;364.004361153887;UNKNOWN;request for payment number 153386; request for payment, employee; rejected;; employee;, STAFF MEMBER
347;st_step 153387_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-07 10:20:50+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 153385;organizational unit 65454;0;364.004361153887;UNKNOWN;request for payment number 153386; request for payment, employee; submitted;; employee;, STAFF MEMBER
348;st_step 153388_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-03-07 10:21:02+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 153385;organizational unit 65454;0;364.004361153887;UNKNOWN;request for payment number 153386; request for payment; approved;; administration, administration;, STAFF MEMBER
349;st_step 153389_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-03-08 08:53:39+01:00;SUPERVISOR;project 503;UNKNOWN;request for payment 153385;organizational unit 65454;0;364.004361153887;UNKNOWN;request for payment number 153386; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
350;rp_request for payment 153385_15;SYSTEM;Request Payment;2018-03-13 13:42:43+01:00;UNDEFINED;project 503;UNKNOWN;request for payment 153385;organizational unit 65454;0;364.004361153887;UNKNOWN;request for payment number 153386; payment; request;;;, SYSTEM
351;rp_request for payment 153385_16;SYSTEM;Payment Handled;2018-03-15 17:31:16+01:00;UNDEFINED;project 503;UNKNOWN;request for payment 153385;organizational unit 65454;0;364.004361153887;UNKNOWN;request for payment number 153386; payment; handled;;;, SYSTEM
352;st_step 156193_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-01-29 14:31:42+01:00;EMPLOYEE;project 147860;UNKNOWN;request for payment 156190;organizational unit 65458;0;21.081628759658837;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
353;st_step 156191_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-01-29 14:32:09+01:00;ADMINISTRATION;project 147860;UNKNOWN;request for payment 156190;organizational unit 65458;0;21.081628759658837;UNKNOWN;UNKNOWN; request for payment; approved;; administration, administration;, STAFF MEMBER
354;st_step 156194_0;STAFF MEMBER;Request For Payment REJECTED by BUDGET OWNER;2018-01-29 16:19:20+01:00;BUDGET OWNER;project 147860;UNKNOWN;request for payment 156190;organizational unit 65458;0;21.081628759658837;UNKNOWN;UNKNOWN; request for payment; rejected;; budget owner, budget owner;, STAFF MEMBER
355;st_step 156192_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-01-30 11:35:41+01:00;EMPLOYEE;project 147860;UNKNOWN;request for payment 156190;organizational unit 65458;0;21.081628759658837;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
356;st_step 152974_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-07 16:01:30+01:00;EMPLOYEE;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; request for payment, employee; submitted;; employee;, STAFF MEMBER
357;st_step 152973_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-02-07 16:01:38+01:00;ADMINISTRATION;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; request for payment; approved;; administration, administration;, STAFF MEMBER
358;st_step 152970_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-02-09 10:16:29+01:00;BUDGET OWNER;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
359;st_step 152971_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-02-13 09:13:09+01:00;SUPERVISOR;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
360;st_step 152972_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-02-13 13:20:17+01:00;EMPLOYEE;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; request for payment, employee; rejected;; employee;, STAFF MEMBER
361;st_step 152966_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-14 08:58:47+01:00;EMPLOYEE;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; request for payment, employee; submitted;; employee;, STAFF MEMBER
362;st_step 152967_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-02-14 09:59:30+01:00;ADMINISTRATION;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; request for payment; approved;; administration, administration;, STAFF MEMBER
363;st_step 152969_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-02-14 10:37:44+01:00;BUDGET OWNER;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
364;st_step 152968_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-02-15 11:22:00+01:00;SUPERVISOR;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
365;rp_request for payment 152964_15;SYSTEM;Request Payment;2018-02-19 13:58:14+01:00;UNDEFINED;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; payment; request;;;, SYSTEM
366;rp_request for payment 152964_16;SYSTEM;Payment Handled;2018-02-22 17:30:41+01:00;UNDEFINED;project 147572;UNKNOWN;request for payment 152964;organizational unit 65463;0;50.81228568410344;UNKNOWN;request for payment number 152965; payment; handled;;;, SYSTEM
367;st_step 153453_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-09 14:35:45+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 153447;organizational unit 65482;0;106.0361601334175;UNKNOWN;request for payment number 153448; request for payment, employee; submitted;; employee;, STAFF MEMBER
368;st_step 153452_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-02-09 14:35:55+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 153447;organizational unit 65482;0;106.0361601334175;UNKNOWN;request for payment number 153448; request for payment; approved;; administration, administration;, STAFF MEMBER
369;st_step 153455_0;STAFF MEMBER;Request For Payment REJECTED by BUDGET OWNER;2018-02-09 16:05:01+01:00;BUDGET OWNER;project 503;UNKNOWN;request for payment 153447;organizational unit 65482;0;106.0361601334175;UNKNOWN;request for payment number 153448; request for payment; rejected;; budget owner, budget owner;, STAFF MEMBER
370;st_step 153454_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-02-12 08:41:35+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 153447;organizational unit 65482;0;106.0361601334175;UNKNOWN;request for payment number 153448; request for payment, employee; rejected;; employee;, STAFF MEMBER
371;st_step 153450_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-15 13:09:55+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 153447;organizational unit 65482;0;106.0361601334175;UNKNOWN;request for payment number 153448; request for payment, employee; submitted;; employee;, STAFF MEMBER
372;st_step 153449_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-02-15 13:10:27+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 153447;organizational unit 65482;0;106.0361601334175;UNKNOWN;request for payment number 153448; request for payment; approved;; administration, administration;, STAFF MEMBER
373;st_step 153451_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-02-16 11:30:38+01:00;SUPERVISOR;project 503;UNKNOWN;request for payment 153447;organizational unit 65482;0;106.0361601334175;UNKNOWN;request for payment number 153448; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
374;rp_request for payment 153447_15;SYSTEM;Request Payment;2018-02-20 08:30:56+01:00;UNDEFINED;project 503;UNKNOWN;request for payment 153447;organizational unit 65482;0;106.0361601334175;UNKNOWN;request for payment number 153448; payment; request;;;, SYSTEM
375;rp_request for payment 153447_16;SYSTEM;Payment Handled;2018-02-22 17:30:41+01:00;UNDEFINED;project 503;UNKNOWN;request for payment 153447;organizational unit 65482;0;106.0361601334175;UNKNOWN;request for payment number 153448; payment; handled;;;, SYSTEM
376;st_step 159591_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-22 10:27:10+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; request for payment, employee; submitted;; employee;, STAFF MEMBER
377;st_step 159590_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-02-22 10:27:19+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; request for payment; rejected;; administration, administration;, STAFF MEMBER
378;st_step 159589_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-02-22 15:02:47+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; request for payment, employee; rejected;; employee;, STAFF MEMBER
379;st_step 159586_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-22 15:08:48+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; request for payment, employee; submitted;; employee;, STAFF MEMBER
380;st_step 159585_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-02-22 15:09:14+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; request for payment; rejected;; administration, administration;, STAFF MEMBER
381;st_step 159587_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-02-22 16:33:44+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; request for payment, employee; submitted;; employee;, STAFF MEMBER
382;st_step 159588_0;STAFF MEMBER;Request For Payment FOR_APPROVAL by ADMINISTRATION;2018-04-13 10:46:23+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; for payment, approval; request;; administration, administration;, STAFF MEMBER
383;st_step 159583_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-13 10:47:34+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; request for payment, employee; submitted;; employee;, STAFF MEMBER
384;st_step 159584_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-13 10:48:01+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; request for payment; approved;; administration, administration;, STAFF MEMBER
385;st_step 159582_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-04-16 13:47:26+02:00;BUDGET OWNER;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
386;st_step 159581_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-04-22 12:39:26+02:00;SUPERVISOR;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
387;rp_request for payment 159579_15;SYSTEM;Request Payment;2018-04-26 11:32:28+02:00;UNDEFINED;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; payment; request;;;, SYSTEM
388;rp_request for payment 159579_16;SYSTEM;Payment Handled;2018-04-30 17:31:12+02:00;UNDEFINED;project 503;UNKNOWN;request for payment 159579;organizational unit 65454;0;401.4351193717545;UNKNOWN;request for payment number 159580; payment; handled;;;, SYSTEM
389;st_step 154227_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-01 17:13:34+01:00;EMPLOYEE;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment, employee; submitted;; employee;, STAFF MEMBER
390;st_step 154228_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-03-01 17:13:40+01:00;ADMINISTRATION;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment; approved;; administration, administration;, STAFF MEMBER
391;st_step 154229_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-03-02 16:23:04+01:00;SUPERVISOR;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
392;st_step 154226_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-03-02 17:29:02+01:00;EMPLOYEE;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment, employee; rejected;; employee;, STAFF MEMBER
393;st_step 154221_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-05 13:31:10+02:00;EMPLOYEE;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment, employee; submitted;; employee;, STAFF MEMBER
394;st_step 154223_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-05 13:31:13+02:00;ADMINISTRATION;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment; approved;; administration, administration;, STAFF MEMBER
395;st_step 154224_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-04-05 15:54:51+02:00;BUDGET OWNER;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
396;st_step 154225_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-04-12 05:15:44+02:00;SUPERVISOR;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
397;st_step 154222_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-05-03 08:07:38+02:00;EMPLOYEE;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment, employee; rejected;; employee;, STAFF MEMBER
398;st_step 154217_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-05-06 11:33:47+02:00;EMPLOYEE;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment, employee; submitted;; employee;, STAFF MEMBER
399;st_step 154219_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-05-06 11:33:50+02:00;ADMINISTRATION;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment; approved;; administration, administration;, STAFF MEMBER
400;st_step 154218_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-05-07 11:11:26+02:00;BUDGET OWNER;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
401;st_step 154220_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-05-08 09:23:48+02:00;SUPERVISOR;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
402;rp_request for payment 154215_15;SYSTEM;Request Payment;2018-05-08 10:56:01+02:00;UNDEFINED;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; payment; request;;;, SYSTEM
403;rp_request for payment 154215_16;SYSTEM;Payment Handled;2018-05-14 17:31:23+02:00;UNDEFINED;project 147620;UNKNOWN;request for payment 154215;organizational unit 65462;0;490.13661140298024;UNKNOWN;request for payment number 154216; payment; handled;;;, SYSTEM
404;st_step 157506_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-09 15:28:31+01:00;EMPLOYEE;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; request for payment, employee; submitted;; employee;, STAFF MEMBER
405;st_step 157507_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-03-09 15:28:48+01:00;ADMINISTRATION;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; request for payment; rejected;; administration, administration;, STAFF MEMBER
406;st_step 157508_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-03-09 16:01:54+01:00;EMPLOYEE;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; request for payment, employee; rejected;; employee;, STAFF MEMBER
407;st_step 157505_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-12 14:46:17+01:00;EMPLOYEE;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; request for payment, employee; submitted;; employee;, STAFF MEMBER
408;st_step 157503_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-03-12 14:46:40+01:00;ADMINISTRATION;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; request for payment; rejected;; administration, administration;, STAFF MEMBER
409;st_step 157504_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-03-12 15:25:56+01:00;EMPLOYEE;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; request for payment, employee; rejected;; employee;, STAFF MEMBER
410;st_step 157500_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-12 15:31:23+01:00;EMPLOYEE;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; request for payment, employee; submitted;; employee;, STAFF MEMBER
411;st_step 157501_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-03-12 15:32:09+01:00;ADMINISTRATION;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; request for payment; approved;; administration, administration;, STAFF MEMBER
412;st_step 157502_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-03-12 16:26:57+01:00;SUPERVISOR;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
413;rp_request for payment 157497_15;SYSTEM;Request Payment;2018-03-13 14:10:56+01:00;UNDEFINED;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; payment; request;;;, SYSTEM
414;rp_request for payment 157497_16;SYSTEM;Payment Handled;2018-03-15 17:31:16+01:00;UNDEFINED;project 147860;task 157499;request for payment 157497;organizational unit 65469;0;779.7619207553593;activity 505;request for payment number 157498; payment; handled;;;, SYSTEM
415;st_step 160054_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-10 13:41:55+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 160051;organizational unit 65461;0;106.3304915411565;UNKNOWN;request for payment number 160052; request for payment, employee; submitted;; employee;, STAFF MEMBER
416;st_step 160055_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-03-10 13:42:01+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 160051;organizational unit 65461;0;106.3304915411565;UNKNOWN;request for payment number 160052; request for payment; rejected;; administration, administration;, STAFF MEMBER
417;st_step 160053_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-12 23:16:19+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 160051;organizational unit 65461;0;106.3304915411565;UNKNOWN;request for payment number 160052; request for payment, employee; submitted;; employee;, STAFF MEMBER
418;st_step 160056_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-03-13 11:11:30+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 160051;organizational unit 65461;0;106.3304915411565;UNKNOWN;request for payment number 160052; request for payment; approved;; administration, administration;, STAFF MEMBER
419;st_step 160057_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-03-13 11:19:45+01:00;SUPERVISOR;project 503;UNKNOWN;request for payment 160051;organizational unit 65461;0;106.3304915411565;UNKNOWN;request for payment number 160052; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
420;rp_request for payment 160051_15;SYSTEM;Request Payment;2018-03-13 12:21:51+01:00;UNDEFINED;project 503;UNKNOWN;request for payment 160051;organizational unit 65461;0;106.3304915411565;UNKNOWN;request for payment number 160052; payment; request;;;, SYSTEM
421;rp_request for payment 160051_16;SYSTEM;Payment Handled;2018-03-15 17:31:16+01:00;UNDEFINED;project 503;UNKNOWN;request for payment 160051;organizational unit 65461;0;106.3304915411565;UNKNOWN;request for payment number 160052; payment; handled;;;, SYSTEM
422;st_step 163431_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-20 08:57:22+01:00;EMPLOYEE;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment, employee; submitted;; employee;, STAFF MEMBER
423;st_step 163430_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-03-20 08:57:27+01:00;ADMINISTRATION;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment; rejected;; administration, administration;, STAFF MEMBER
424;st_step 163429_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-03-28 11:12:44+02:00;EMPLOYEE;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment, employee; rejected;; employee;, STAFF MEMBER
425;st_step 163426_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-03-29 11:44:39+02:00;EMPLOYEE;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment, employee; submitted;; employee;, STAFF MEMBER
426;st_step 163428_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-03-29 11:49:06+02:00;ADMINISTRATION;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment; approved;; administration, administration;, STAFF MEMBER
427;st_step 163425_0;STAFF MEMBER;Request For Payment REJECTED by BUDGET OWNER;2018-04-03 11:21:09+02:00;BUDGET OWNER;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment; rejected;; budget owner, budget owner;, STAFF MEMBER
428;st_step 163427_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-04-05 09:15:12+02:00;EMPLOYEE;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment, employee; rejected;; employee;, STAFF MEMBER
429;st_step 163424_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-05 10:26:41+02:00;EMPLOYEE;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment, employee; submitted;; employee;, STAFF MEMBER
430;st_step 163421_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-05 10:27:18+02:00;ADMINISTRATION;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment; approved;; administration, administration;, STAFF MEMBER
431;st_step 163423_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-04-05 12:28:25+02:00;BUDGET OWNER;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
432;st_step 163422_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-04-12 05:15:44+02:00;SUPERVISOR;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
433;rp_request for payment 163419_15;SYSTEM;Request Payment;2018-04-13 13:09:49+02:00;UNDEFINED;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; payment; request;;;, SYSTEM
434;rp_request for payment 163419_16;SYSTEM;Payment Handled;2018-04-16 17:31:11+02:00;UNDEFINED;project 148052;UNKNOWN;request for payment 163419;organizational unit 65462;0;266.2024472396902;UNKNOWN;request for payment number 163420; payment; handled;;;, SYSTEM
435;st_step 162962_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-04-01 18:51:54+02:00;EMPLOYEE;UNKNOWN;task 162955;request for payment 162954;organizational unit 65456;0;363.12040051707044;activity 505;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
436;st_step 162961_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-04-01 18:52:01+02:00;ADMINISTRATION;UNKNOWN;task 162955;request for payment 162954;organizational unit 65456;0;363.12040051707044;activity 505;UNKNOWN; request for payment; approved;; administration, administration;, STAFF MEMBER
