;id;org:resource;concept:name;time:timestamp;org:role;case:concept:name;case:BudgetNumber;case:DeclarationNumber;case:Amount;object:name;action:name;action:status;org:actor:name;org:actor:name:a
454;st_step 102475_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-04-03 10:10:23+02:00;EMPLOYEE;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; declaration, employee; rejected;; employee;, STAFF MEMBER
455;st_step 102473_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-03 10:36:47+02:00;EMPLOYEE;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; declaration, employee; submitted;; employee;, STAFF MEMBER
456;st_step 102470_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-04-03 10:37:04+02:00;ADMINISTRATION;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; declaration; approved;; administration, administration;, STAFF MEMBER
457;st_step 102472_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-04-03 10:42:07+02:00;SUPERVISOR;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
458;st_step 102471_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-04-03 18:28:15+02:00;EMPLOYEE;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; declaration, employee; rejected;; employee;, STAFF MEMBER
459;st_step 102467_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-03 18:31:10+02:00;EMPLOYEE;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; declaration, employee; submitted;; employee;, STAFF MEMBER
460;st_step 102466_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-04-03 18:31:12+02:00;ADMINISTRATION;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; declaration; approved;; administration, administration;, STAFF MEMBER
461;st_step 102468_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-04-04 15:14:30+02:00;BUDGET OWNER;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
462;st_step 102469_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-05 08:07:54+02:00;SUPERVISOR;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
463;dd_declaration 102464_19;SYSTEM;Request Payment;2018-04-08 13:22:26+02:00;UNDEFINED;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; payment; request;;;, SYSTEM
464;dd_declaration 102464_20;SYSTEM;Payment Handled;2018-04-12 17:31:10+02:00;UNDEFINED;declaration 102464;budget 86566;declaration number 102465;199.56885545259058; payment; handled;;;, SYSTEM
465;st_step 100984_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-02-21 16:31:49+01:00;EMPLOYEE;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration, employee; submitted;; employee;, STAFF MEMBER
466;st_step 100987_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-02-21 16:32:37+01:00;ADMINISTRATION;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration; approved;; administration, administration;, STAFF MEMBER
467;st_step 100985_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-02-22 08:19:01+01:00;SUPERVISOR;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
468;st_step 100986_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-02-22 17:27:29+01:00;EMPLOYEE;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration, employee; rejected;; employee;, STAFF MEMBER
469;st_step 100982_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-02-22 17:30:40+01:00;EMPLOYEE;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration, employee; submitted;; employee;, STAFF MEMBER
470;st_step 100983_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-02-22 17:30:45+01:00;ADMINISTRATION;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration; approved;; administration, administration;, STAFF MEMBER
471;st_step 100981_0;STAFF MEMBER;Declaration REJECTED by BUDGET OWNER;2018-02-26 09:00:16+01:00;BUDGET OWNER;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration; rejected;; budget owner, budget owner;, STAFF MEMBER
472;st_step 100980_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-02-27 12:00:49+01:00;EMPLOYEE;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration, employee; rejected;; employee;, STAFF MEMBER
473;st_step 100977_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-02-27 12:02:45+01:00;EMPLOYEE;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration, employee; submitted;; employee;, STAFF MEMBER
474;st_step 100979_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-02-27 12:03:01+01:00;ADMINISTRATION;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration; approved;; administration, administration;, STAFF MEMBER
475;st_step 100978_0;STAFF MEMBER;Declaration REJECTED by BUDGET OWNER;2018-02-27 12:40:43+01:00;BUDGET OWNER;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration; rejected;; budget owner, budget owner;, STAFF MEMBER
476;st_step 100976_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-02-27 13:56:01+01:00;EMPLOYEE;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration, employee; rejected;; employee;, STAFF MEMBER
477;st_step 100973_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-02-27 15:56:32+01:00;EMPLOYEE;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration, employee; submitted;; employee;, STAFF MEMBER
478;st_step 100974_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-02-27 15:56:47+01:00;ADMINISTRATION;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration; approved;; administration, administration;, STAFF MEMBER
479;st_step 100975_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-02-28 09:40:32+01:00;SUPERVISOR;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
480;dd_declaration 100971_19;SYSTEM;Request Payment;2018-03-06 10:11:18+01:00;UNDEFINED;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; payment; request;;;, SYSTEM
481;dd_declaration 100971_20;SYSTEM;Payment Handled;2018-03-08 17:30:58+01:00;UNDEFINED;declaration 100971;budget 86566;declaration number 100972;22.555038710683995; payment; handled;;;, SYSTEM
482;st_step 108828_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-06 14:51:03+01:00;EMPLOYEE;declaration 108821;budget 86566;UNKNOWN;0.0; declaration, employee; submitted;; employee;, STAFF MEMBER
483;st_step 108826_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-03-06 14:51:32+01:00;ADMINISTRATION;declaration 108821;budget 86566;UNKNOWN;0.0; declaration; approved;; administration, administration;, STAFF MEMBER
484;st_step 108827_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-03-07 14:22:24+01:00;SUPERVISOR;declaration 108821;budget 86566;UNKNOWN;0.0; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
485;st_step 108829_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-03-08 13:29:55+01:00;EMPLOYEE;declaration 108821;budget 86566;UNKNOWN;0.0; declaration, employee; rejected;; employee;, STAFF MEMBER
486;st_step 108825_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-28 09:13:28+02:00;EMPLOYEE;declaration 108821;budget 86566;UNKNOWN;0.0; declaration, employee; submitted;; employee;, STAFF MEMBER
487;st_step 108824_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-03-28 09:14:18+02:00;ADMINISTRATION;declaration 108821;budget 86566;UNKNOWN;0.0; declaration; approved;; administration, administration;, STAFF MEMBER
488;st_step 108822_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-03-28 11:11:21+02:00;SUPERVISOR;declaration 108821;budget 86566;UNKNOWN;0.0; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
489;st_step 108823_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-03-29 09:40:27+02:00;EMPLOYEE;declaration 108821;budget 86566;UNKNOWN;0.0; declaration, employee; rejected;; employee;, STAFF MEMBER
490;st_step 107288_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-08 10:53:21+01:00;EMPLOYEE;declaration 107287;budget 86566;UNKNOWN;0.0; declaration, employee; submitted;; employee;, STAFF MEMBER
491;st_step 107290_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-03-08 10:53:26+01:00;ADMINISTRATION;declaration 107287;budget 86566;UNKNOWN;0.0; declaration; approved;; administration, administration;, STAFF MEMBER
492;st_step 107289_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-03-08 11:44:15+01:00;BUDGET OWNER;declaration 107287;budget 86566;UNKNOWN;0.0; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
493;st_step 107292_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-03-15 05:15:29+01:00;SUPERVISOR;declaration 107287;budget 86566;UNKNOWN;0.0; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
494;st_step 107291_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-03-15 10:18:17+01:00;EMPLOYEE;declaration 107287;budget 86566;UNKNOWN;0.0; declaration, employee; rejected;; employee;, STAFF MEMBER
495;st_step 102552_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-11 21:55:54+01:00;EMPLOYEE;declaration 102546;budget 86566;UNKNOWN;0.0; declaration, employee; submitted;; employee;, STAFF MEMBER
496;st_step 102551_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-03-11 21:55:58+01:00;ADMINISTRATION;declaration 102546;budget 86566;UNKNOWN;0.0; declaration; approved;; administration, administration;, STAFF MEMBER
497;st_step 102553_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-03-12 10:08:06+01:00;SUPERVISOR;declaration 102546;budget 86566;UNKNOWN;0.0; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
498;st_step 102550_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-03-12 12:47:53+01:00;EMPLOYEE;declaration 102546;budget 86566;UNKNOWN;0.0; declaration, employee; rejected;; employee;, STAFF MEMBER
499;st_step 102549_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-30 20:37:32+02:00;EMPLOYEE;declaration 102546;budget 86566;UNKNOWN;0.0; declaration, employee; submitted;; employee;, STAFF MEMBER
500;st_step 102548_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-04-30 20:37:38+02:00;ADMINISTRATION;declaration 102546;budget 86566;UNKNOWN;0.0; declaration; rejected;; administration, administration;, STAFF MEMBER
501;st_step 102547_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-05-02 15:40:55+02:00;EMPLOYEE;declaration 102546;budget 86566;UNKNOWN;0.0; declaration, employee; rejected;; employee;, STAFF MEMBER
502;st_step 109525_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-19 11:22:55+01:00;EMPLOYEE;declaration 109518;budget 86566;declaration number 109519;35.57570522414697; declaration, employee; submitted;; employee;, STAFF MEMBER
503;st_step 109524_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-04-25 14:54:02+02:00;ADMINISTRATION;declaration 109518;budget 86566;declaration number 109519;35.57570522414697; declaration; rejected;; administration, administration;, STAFF MEMBER
504;st_step 109526_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-26 11:56:07+02:00;EMPLOYEE;declaration 109518;budget 86566;declaration number 109519;35.57570522414697; declaration, employee; submitted;; employee;, STAFF MEMBER
505;st_step 109527_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-04-26 11:56:17+02:00;EMPLOYEE;declaration 109518;budget 86566;declaration number 109519;35.57570522414697; declaration, employee; rejected;; employee;, STAFF MEMBER
506;st_step 109523_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-26 12:04:30+02:00;EMPLOYEE;declaration 109518;budget 86566;declaration number 109519;35.57570522414697; declaration, employee; submitted;; employee;, STAFF MEMBER
507;st_step 109521_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-04-26 12:04:34+02:00;ADMINISTRATION;declaration 109518;budget 86566;declaration number 109519;35.57570522414697; declaration; approved;; administration, administration;, STAFF MEMBER
508;st_step 109522_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-04-26 12:05:50+02:00;BUDGET OWNER;declaration 109518;budget 86566;declaration number 109519;35.57570522414697; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
509;st_step 109520_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-05-01 09:58:40+02:00;SUPERVISOR;declaration 109518;budget 86566;declaration number 109519;35.57570522414697; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
510;dd_declaration 109518_19;SYSTEM;Request Payment;2018-05-01 09:58:41+02:00;UNDEFINED;declaration 109518;budget 86566;declaration number 109519;35.57570522414697; payment; request;;;, SYSTEM
511;dd_declaration 109518_20;SYSTEM;Payment Handled;2018-05-03 17:31:15+02:00;UNDEFINED;declaration 109518;budget 86566;declaration number 109519;35.57570522414697; payment; handled;;;, SYSTEM
512;st_step 103473_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-22 14:37:09+01:00;EMPLOYEE;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration, employee; submitted;; employee;, STAFF MEMBER
513;st_step 103472_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-03-22 15:14:30+01:00;ADMINISTRATION;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration; rejected;; administration, administration;, STAFF MEMBER
514;st_step 103474_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-03-23 14:06:00+01:00;EMPLOYEE;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration, employee; rejected;; employee;, STAFF MEMBER
515;st_step 103471_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-23 14:13:17+01:00;EMPLOYEE;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration, employee; submitted;; employee;, STAFF MEMBER
516;st_step 103469_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-03-23 14:13:39+01:00;ADMINISTRATION;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration; approved;; administration, administration;, STAFF MEMBER
517;st_step 103468_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-03-23 15:07:20+01:00;BUDGET OWNER;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
518;st_step 103467_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-03-26 08:08:55+02:00;SUPERVISOR;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
519;st_step 103470_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-03-26 09:16:43+02:00;EMPLOYEE;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration, employee; rejected;; employee;, STAFF MEMBER
520;st_step 103466_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-26 09:57:31+02:00;EMPLOYEE;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration, employee; submitted;; employee;, STAFF MEMBER
521;st_step 103465_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-03-26 09:57:39+02:00;ADMINISTRATION;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration; approved;; administration, administration;, STAFF MEMBER
522;st_step 103464_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-03-26 10:52:26+02:00;SUPERVISOR;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
523;dd_declaration 103462_19;SYSTEM;Request Payment;2018-03-26 16:53:52+02:00;UNDEFINED;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; payment; request;;;, SYSTEM
524;dd_declaration 103462_20;SYSTEM;Payment Handled;2018-03-29 17:31:10+02:00;UNDEFINED;declaration 103462;budget 86566;declaration number 103463;78.23136390625045; payment; handled;;;, SYSTEM
525;st_step 110365_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-03-23 12:44:55+01:00;EMPLOYEE;declaration 110358;budget 86566;UNKNOWN;0.0; declaration, employee; submitted;; employee;, STAFF MEMBER
526;st_step 110364_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-03-23 12:44:58+01:00;ADMINISTRATION;declaration 110358;budget 86566;UNKNOWN;0.0; declaration; approved;; administration, administration;, STAFF MEMBER
527;st_step 110362_0;STAFF MEMBER;Declaration REJECTED by BUDGET OWNER;2018-03-23 13:59:17+01:00;BUDGET OWNER;declaration 110358;budget 86566;UNKNOWN;0.0; declaration; rejected;; budget owner, budget owner;, STAFF MEMBER
528;st_step 110363_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-03-26 02:44:48+02:00;EMPLOYEE;declaration 110358;budget 86566;UNKNOWN;0.0; declaration, employee; rejected;; employee;, STAFF MEMBER
529;st_step 110360_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-08-23 13:15:21+02:00;EMPLOYEE;declaration 110358;budget 86566;UNKNOWN;0.0; declaration, employee; submitted;; employee;, STAFF MEMBER
530;st_step 110359_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-08-23 13:15:27+02:00;ADMINISTRATION;declaration 110358;budget 86566;UNKNOWN;0.0; declaration; rejected;; administration, administration;, STAFF MEMBER
531;st_step 110361_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-08-23 14:11:18+02:00;EMPLOYEE;declaration 110358;budget 86566;UNKNOWN;0.0; declaration, employee; rejected;; employee;, STAFF MEMBER
532;st_step 98085_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-01 11:19:27+02:00;EMPLOYEE;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration, employee; submitted;; employee;, STAFF MEMBER
533;st_step 98084_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-04-01 11:19:40+02:00;ADMINISTRATION;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration; rejected;; administration, administration;, STAFF MEMBER
534;st_step 98083_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-04-03 09:34:52+02:00;EMPLOYEE;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration, employee; rejected;; employee;, STAFF MEMBER
535;st_step 98080_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-05 12:57:31+02:00;EMPLOYEE;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration, employee; submitted;; employee;, STAFF MEMBER
536;st_step 98081_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-04-05 12:57:47+02:00;ADMINISTRATION;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration; approved;; administration, administration;, STAFF MEMBER
537;st_step 98079_0;STAFF MEMBER;Declaration REJECTED by BUDGET OWNER;2018-04-05 15:16:17+02:00;BUDGET OWNER;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration; rejected;; budget owner, budget owner;, STAFF MEMBER
538;st_step 98082_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-04-06 14:24:57+02:00;EMPLOYEE;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration, employee; rejected;; employee;, STAFF MEMBER
539;st_step 98078_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-07 16:31:43+02:00;EMPLOYEE;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration, employee; submitted;; employee;, STAFF MEMBER
540;st_step 98077_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-04-07 16:34:07+02:00;ADMINISTRATION;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration; approved;; administration, administration;, STAFF MEMBER
541;st_step 98075_0;STAFF MEMBER;Declaration APPROVED by BUDGET OWNER;2018-04-09 09:46:38+02:00;BUDGET OWNER;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration; approved;; budget owner, budget owner;, STAFF MEMBER
542;st_step 98076_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-10 13:19:07+02:00;SUPERVISOR;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
543;dd_declaration 98073_19;SYSTEM;Request Payment;2018-04-10 13:52:01+02:00;UNDEFINED;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; payment; request;;;, SYSTEM
544;dd_declaration 98073_20;SYSTEM;Payment Handled;2018-04-12 17:31:10+02:00;UNDEFINED;declaration 98073;budget 86566;declaration number 98074;3292.5369912547108; payment; handled;;;, SYSTEM
545;st_step 103183_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-09 16:18:38+02:00;EMPLOYEE;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; declaration, employee; submitted;; employee;, STAFF MEMBER
546;st_step 103181_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-04-09 16:23:51+02:00;ADMINISTRATION;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; declaration; rejected;; administration, administration;, STAFF MEMBER
547;st_step 103182_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-04-11 15:38:28+02:00;EMPLOYEE;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; declaration, employee; rejected;; employee;, STAFF MEMBER
548;st_step 103179_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-11 16:22:43+02:00;EMPLOYEE;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; declaration, employee; submitted;; employee;, STAFF MEMBER
549;st_step 103180_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-04-11 16:23:32+02:00;ADMINISTRATION;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; declaration; approved;; administration, administration;, STAFF MEMBER
550;st_step 103178_0;STAFF MEMBER;Declaration REJECTED by SUPERVISOR;2018-04-12 10:28:38+02:00;SUPERVISOR;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; declaration; rejected;; supervisor, supervisor;, STAFF MEMBER
551;st_step 103177_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-04-13 14:15:14+02:00;EMPLOYEE;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; declaration, employee; rejected;; employee;, STAFF MEMBER
552;st_step 103175_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-13 14:44:11+02:00;EMPLOYEE;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; declaration, employee; submitted;; employee;, STAFF MEMBER
553;st_step 103176_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-04-13 14:44:35+02:00;ADMINISTRATION;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; declaration; approved;; administration, administration;, STAFF MEMBER
554;st_step 103174_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-17 14:34:20+02:00;SUPERVISOR;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
555;dd_declaration 103172_19;SYSTEM;Request Payment;2018-04-18 12:44:26+02:00;UNDEFINED;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; payment; request;;;, SYSTEM
556;dd_declaration 103172_20;SYSTEM;Payment Handled;2018-04-19 17:31:30+02:00;UNDEFINED;declaration 103172;budget 86566;declaration number 103173;354.4198622100233; payment; handled;;;, SYSTEM
557;st_step 108195_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-10 10:03:21+02:00;EMPLOYEE;declaration 108190;budget 86566;declaration number 108191;80.78580225322571; declaration, employee; submitted;; employee;, STAFF MEMBER
558;st_step 108198_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-04-10 10:03:35+02:00;ADMINISTRATION;declaration 108190;budget 86566;declaration number 108191;80.78580225322571; declaration; rejected;; administration, administration;, STAFF MEMBER
559;st_step 108196_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-10 13:53:55+02:00;EMPLOYEE;declaration 108190;budget 86566;declaration number 108191;80.78580225322571; declaration, employee; submitted;; employee;, STAFF MEMBER
560;st_step 108197_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-04-10 13:54:18+02:00;EMPLOYEE;declaration 108190;budget 86566;declaration number 108191;80.78580225322571; declaration, employee; rejected;; employee;, STAFF MEMBER
561;st_step 108193_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-10 14:14:03+02:00;EMPLOYEE;declaration 108190;budget 86566;declaration number 108191;80.78580225322571; declaration, employee; submitted;; employee;, STAFF MEMBER
562;st_step 108192_0;STAFF MEMBER;Declaration APPROVED by ADMINISTRATION;2018-04-10 14:14:11+02:00;ADMINISTRATION;declaration 108190;budget 86566;declaration number 108191;80.78580225322571; declaration; approved;; administration, administration;, STAFF MEMBER
563;st_step 108194_0;STAFF MEMBER;Declaration FINAL_APPROVED by SUPERVISOR;2018-04-11 08:23:53+02:00;SUPERVISOR;declaration 108190;budget 86566;declaration number 108191;80.78580225322571; declaration; approved; final; supervisor, supervisor;, STAFF MEMBER
564;dd_declaration 108190_19;SYSTEM;Request Payment;2018-04-12 14:49:01+02:00;UNDEFINED;declaration 108190;budget 86566;declaration number 108191;80.78580225322571; payment; request;;;, SYSTEM
565;dd_declaration 108190_20;SYSTEM;Payment Handled;2018-04-16 17:31:09+02:00;UNDEFINED;declaration 108190;budget 86566;declaration number 108191;80.78580225322571; payment; handled;;;, SYSTEM
566;st_step 108227_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-10 22:00:59+02:00;EMPLOYEE;declaration 108210;budget 86566;declaration number 108211;349.38132308011126; declaration, employee; submitted;; employee;, STAFF MEMBER
567;st_step 108226_0;STAFF MEMBER;Declaration REJECTED by ADMINISTRATION;2018-04-10 22:21:08+02:00;ADMINISTRATION;declaration 108210;budget 86566;declaration number 108211;349.38132308011126; declaration; rejected;; administration, administration;, STAFF MEMBER
568;st_step 108225_0;STAFF MEMBER;Declaration REJECTED by EMPLOYEE;2018-04-18 07:58:13+02:00;EMPLOYEE;declaration 108210;budget 86566;declaration number 108211;349.38132308011126; declaration, employee; rejected;; employee;, STAFF MEMBER
569;st_step 108224_0;STAFF MEMBER;Declaration SUBMITTED by EMPLOYEE;2018-04-22 18:09:47+02:00;EMPLOYEE;declaration 108210;budget 86566;declaration number 108211;349.38132308011126; declaration, employee; submitted;; employee;, STAFF MEMBER
