;amount;org:resource;dismissal;concept:name;vehicleClass;totalPaymentAmount;lifecycle:transition;time:timestamp;article;points;case:concept:name;expense;notificationType;lastSent;paymentAmount;matricola;object:name;action:name;action:status:a;org:actor:name;org:actor:instance:a;org:passive:name
1017;;;;Notify Result Appeal to Offender;;;complete;2005-09-10 00:00:00+02:00;;;N56882;;;;;; result appeal; notify;, complete;;, nan; offender
1018;;0;NIL;Appeal to Judge;;;complete;2005-10-25 00:00:00+02:00;;;N56882;;;;;0.0;; appeal;, complete;;, 0; judge
1019;;;;Payment;;166.2;complete;2006-12-05 00:00:00+01:00;;;N56882;;;;83.0;;; payment;, complete;;, nan;
1020;;;;Payment;;166.2;complete;2006-12-05 00:00:00+01:00;;;N56882;;;;83.2;;; payment;, complete;;, nan;
1021;33.6;557;NIL;Create Fine;A;0.0;complete;2004-07-12 00:00:00+02:00;157.0;0.0;N58131;;;;;; fine; create;, complete;;, 557;
1022;;;;Send Fine;;;complete;2004-11-10 00:00:00+01:00;;;N58131;16.0;;;;; fine; send;, complete;;, nan;
1023;;;;Insert Fine Notification;;;complete;2004-11-17 00:00:00+01:00;;;N58131;;P;P;;; fine notification; insert;, complete;;, nan;
1024;;;;Insert Date Appeal to Prefecture;;;complete;2004-11-19 00:00:00+01:00;;;N58131;;;;;; date appeal; insert;, complete;;, nan; prefecture
1025;;;NIL;Send Appeal to Prefecture;;;complete;2004-12-17 00:00:00+01:00;;;N58131;;;;;; appeal; send;, complete;;, nan; prefecture
1026;68.77;;;Add penalty;;;complete;2005-01-16 00:00:00+01:00;;;N58131;;;;;; penalty; add;, complete;;, nan;
1027;;;;Receive Result Appeal from Prefecture;;;complete;2005-01-18 00:00:00+01:00;;;N58131;;;;;; result appeal; receive;, complete; prefecture;, nan;
1028;;0;G;Appeal to Judge;;;complete;2005-03-04 00:00:00+01:00;;;N58131;;;;;0.0;; appeal;, complete;;, 0; judge
1029;;;;Notify Result Appeal to Offender;;;complete;2005-03-24 00:00:00+01:00;;;N58131;;;;;; result appeal; notify;, complete;;, nan; offender
1030;33.6;557;NIL;Create Fine;A;0.0;complete;2004-08-22 00:00:00+02:00;157.0;0.0;N62649;;;;;; fine; create;, complete;;, 557;
1031;;;;Payment;;23.6;complete;2004-08-26 00:00:00+02:00;;;N62649;;;;23.6;;; payment;, complete;;, nan;
1032;;;;Send Fine;;;complete;2004-12-24 00:00:00+01:00;;;N62649;11.0;;;;; fine; send;, complete;;, nan;
1033;;;;Insert Fine Notification;;;complete;2005-01-08 00:00:00+01:00;;;N62649;;P;P;;; fine notification; insert;, complete;;, nan;
1034;;;;Insert Date Appeal to Prefecture;;;complete;2005-01-16 00:00:00+01:00;;;N62649;;;;;; date appeal; insert;, complete;;, nan; prefecture
1035;68.77;;;Add penalty;;;complete;2005-03-09 00:00:00+01:00;;;N62649;;;;;; penalty; add;, complete;;, nan;
1036;;;NIL;Send Appeal to Prefecture;;;complete;2005-03-09 00:00:00+01:00;;;N62649;;;;;; appeal; send;, complete;;, nan; prefecture
1037;33.6;559;NIL;Create Fine;A;0.0;complete;2004-08-20 00:00:00+02:00;157.0;0.0;N63373;;;;;; fine; create;, complete;;, 559;
1038;;;;Send Fine;;;complete;2004-12-23 00:00:00+01:00;;;N63373;11.0;;;;; fine; send;, complete;;, nan;
1039;;;;Insert Fine Notification;;;complete;2005-01-04 00:00:00+01:00;;;N63373;;P;P;;; fine notification; insert;, complete;;, nan;
1040;;0;NIL;Appeal to Judge;;;complete;2005-02-02 00:00:00+01:00;;;N63373;;;;;0.0;; appeal;, complete;;, 0; judge
1041;68.77;;;Add penalty;;;complete;2005-03-05 00:00:00+01:00;;;N63373;;;;;; penalty; add;, complete;;, nan;
1042;;;;Payment;;68.8;complete;2006-12-15 00:00:00+01:00;;;N63373;;;;68.8;;; payment;, complete;;, nan;
1043;;;;Send for Credit Collection;;;complete;2007-02-28 00:00:00+01:00;;;N63373;;;;;; for credit collection; send;, complete;;, nan;
1044;33.6;537;NIL;Create Fine;A;0.0;complete;2004-11-05 00:00:00+01:00;157.0;0.0;N67142;;;;;; fine; create;, complete;;, 537;
1045;;;;Send Fine;;;complete;2005-03-22 00:00:00+01:00;;;N67142;11.0;;;;; fine; send;, complete;;, nan;
1046;;;;Insert Fine Notification;;;complete;2005-03-31 00:00:00+02:00;;;N67142;;P;P;;; fine notification; insert;, complete;;, nan;
1047;68.77;;;Add penalty;;;complete;2005-05-30 00:00:00+02:00;;;N67142;;;;;; penalty; add;, complete;;, nan;
1048;;;;Payment;;9.77;complete;2005-12-20 00:00:00+01:00;;;N67142;;;;9.77;;; payment;, complete;;, nan;
1049;;;;Payment;;16.77;complete;2006-02-02 00:00:00+01:00;;;N67142;;;;7.0;;; payment;, complete;;, nan;
1050;;;;Payment;;23.07;complete;2006-03-09 00:00:00+01:00;;;N67142;;;;6.3;;; payment;, complete;;, nan;
1051;;;;Payment;;29.77;complete;2006-04-12 00:00:00+02:00;;;N67142;;;;6.7;;; payment;, complete;;, nan;
1052;;;;Send for Credit Collection;;;complete;2007-02-28 00:00:00+01:00;;;N67142;;;;;; for credit collection; send;, complete;;, nan;
1053;33.6;541;NIL;Create Fine;A;0.0;complete;2004-12-14 00:00:00+01:00;157.0;0.0;N68210;;;;;; fine; create;, complete;;, 541;
1054;;0;NIL;Appeal to Judge;;;complete;2005-01-24 00:00:00+01:00;;;N68210;;;;;0.0;; appeal;, complete;;, 0; judge
1055;;;;Send Fine;;;complete;2005-04-28 00:00:00+02:00;;;N68210;0.0;;;;; fine; send;, complete;;, nan;
1056;35.0;550;NIL;Create Fine;A;0.0;complete;2005-03-22 00:00:00+01:00;157.0;0.0;N72044;;;;;; fine; create;, complete;;, 550;
1057;;;;Send Fine;;;complete;2005-07-22 00:00:00+02:00;;;N72044;14.25;;;;; fine; send;, complete;;, nan;
1058;;;;Insert Fine Notification;;;complete;2005-08-05 00:00:00+02:00;;;N72044;;P;P;;; fine notification; insert;, complete;;, nan;
1059;;;;Payment;;35.0;complete;2005-08-16 00:00:00+02:00;;;N72044;;;;35.0;;; payment;, complete;;, nan;
1060;;;;Payment;;46.0;complete;2005-09-13 00:00:00+02:00;;;N72044;;;;11.0;;; payment;, complete;;, nan;
1061;71.5;;;Add penalty;;;complete;2005-10-04 00:00:00+02:00;;;N72044;;;;;; penalty; add;, complete;;, nan;
1062;;;;Send for Credit Collection;;;complete;2007-02-28 00:00:00+01:00;;;N72044;;;;;; for credit collection; send;, complete;;, nan;
1063;35.0;541;NIL;Create Fine;A;0.0;complete;2005-04-25 00:00:00+02:00;157.0;0.0;N78749;;;;;; fine; create;, complete;;, 541;
1064;;;;Send Fine;;;complete;2005-09-17 00:00:00+02:00;;;N78749;16.0;;;;; fine; send;, complete;;, nan;
1065;;;;Insert Fine Notification;;;complete;2005-09-27 00:00:00+02:00;;;N78749;;P;P;;; fine notification; insert;, complete;;, nan;
1066;;;;Insert Date Appeal to Prefecture;;;complete;2005-11-09 00:00:00+01:00;;;N78749;;;;;; date appeal; insert;, complete;;, nan; prefecture
1067;71.5;;;Add penalty;;;complete;2005-11-26 00:00:00+01:00;;;N78749;;;;;; penalty; add;, complete;;, nan;
1068;;;NIL;Send Appeal to Prefecture;;;complete;2005-12-29 00:00:00+01:00;;;N78749;;;;;; appeal; send;, complete;;, nan; prefecture
1069;;;;Receive Result Appeal from Prefecture;;;complete;2006-02-17 00:00:00+01:00;;;N78749;;;;;; result appeal; receive;, complete; prefecture;, nan;
1070;;;;Notify Result Appeal to Offender;;;complete;2006-03-29 00:00:00+02:00;;;N78749;;;;;; result appeal; notify;, complete;;, nan; offender
1071;;0;NIL;Appeal to Judge;;;complete;2006-04-29 00:00:00+02:00;;;N78749;;;;;0.0;; appeal;, complete;;, 0; judge
1072;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;N78749;;;;;; for credit collection; send;, complete;;, nan;
1073;35.0;541;NIL;Create Fine;A;0.0;complete;2005-07-24 00:00:00+02:00;7.0;0.0;N80664;;;;;; fine; create;, complete;;, 541;
1074;;;;Send Fine;;;complete;2005-12-03 00:00:00+01:00;;;N80664;14.25;;;;; fine; send;, complete;;, nan;
1075;;;;Insert Fine Notification;;;complete;2005-12-27 00:00:00+01:00;;;N80664;;P;P;;; fine notification; insert;, complete;;, nan;
1076;;0;NIL;Appeal to Judge;;;complete;2006-01-13 00:00:00+01:00;;;N80664;;;;;0.0;; appeal;, complete;;, 0; judge
1077;71.5;;;Add penalty;;;complete;2006-02-25 00:00:00+01:00;;;N80664;;;;;; penalty; add;, complete;;, nan;
1078;;;;Payment;;46.0;complete;2006-06-14 00:00:00+02:00;;;N80664;;;;46.0;;; payment;, complete;;, nan;
1079;;;;Payment;;49.97;complete;2007-10-24 00:00:00+02:00;;;N80664;;;;3.97;;; payment;, complete;;, nan;
1080;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;N80664;;;;;; for credit collection; send;, complete;;, nan;
1081;35.0;559;NIL;Create Fine;A;0.0;complete;2005-07-24 00:00:00+02:00;157.0;0.0;N81214;;;;;; fine; create;, complete;;, 559;
1082;;;;Send Fine;;;complete;2005-12-03 00:00:00+01:00;;;N81214;22.0;;;;; fine; send;, complete;;, nan;
1083;;;;Insert Fine Notification;;;complete;2005-12-20 00:00:00+01:00;;;N81214;;P;P;;; fine notification; insert;, complete;;, nan;
1084;;;;Insert Date Appeal to Prefecture;;;complete;2005-12-29 00:00:00+01:00;;;N81214;;;;;; date appeal; insert;, complete;;, nan; prefecture
1085;71.5;;;Add penalty;;;complete;2006-02-18 00:00:00+01:00;;;N81214;;;;;; penalty; add;, complete;;, nan;
1086;;;NIL;Send Appeal to Prefecture;;;complete;2006-02-23 00:00:00+01:00;;;N81214;;;;;; appeal; send;, complete;;, nan; prefecture
1087;;;;Receive Result Appeal from Prefecture;;;complete;2006-05-28 00:00:00+02:00;;;N81214;;;;;; result appeal; receive;, complete; prefecture;, nan;
1088;;;;Payment;;46.0;complete;2006-07-03 00:00:00+02:00;;;N81214;;;;46.0;;; payment;, complete;;, nan;
1089;;;;Notify Result Appeal to Offender;;;complete;2006-07-28 00:00:00+02:00;;;N81214;;;;;; result appeal; notify;, complete;;, nan; offender
1090;;;;Payment;;92.0;complete;2006-09-11 00:00:00+02:00;;;N81214;;;;46.0;;; payment;, complete;;, nan;
1091;35.0;561;NIL;Create Fine;A;0.0;complete;2005-07-13 00:00:00+02:00;157.0;0.0;N81810;;;;;; fine; create;, complete;;, 561;
1092;;;;Send Fine;;;complete;2005-12-02 00:00:00+01:00;;;N81810;22.0;;;;; fine; send;, complete;;, nan;
1093;;;;Insert Fine Notification;;;complete;2005-12-17 00:00:00+01:00;;;N81810;;P;P;;; fine notification; insert;, complete;;, nan;
1094;;;;Insert Date Appeal to Prefecture;;;complete;2006-01-12 00:00:00+01:00;;;N81810;;;;;; date appeal; insert;, complete;;, nan; prefecture
1095;71.5;;;Add penalty;;;complete;2006-02-15 00:00:00+01:00;;;N81810;;;;;; penalty; add;, complete;;, nan;
1096;;;NIL;Send Appeal to Prefecture;;;complete;2006-03-10 00:00:00+01:00;;;N81810;;;;;; appeal; send;, complete;;, nan; prefecture
1097;;;;Receive Result Appeal from Prefecture;;;complete;2006-06-07 00:00:00+02:00;;;N81810;;;;;; result appeal; receive;, complete; prefecture;, nan;
1098;;0;NIL;Appeal to Judge;;;complete;2006-08-18 00:00:00+02:00;;;N81810;;;;;0.0;; appeal;, complete;;, 0; judge
1099;;;;Payment;;80.5;complete;2007-02-07 00:00:00+01:00;;;N81810;;;;80.5;;; payment;, complete;;, nan;
1100;35.0;560;NIL;Create Fine;A;0.0;complete;2005-08-14 00:00:00+02:00;157.0;0.0;N83048;;;;;; fine; create;, complete;;, 560;
1101;;;;Send Fine;;;complete;2005-12-10 00:00:00+01:00;;;N83048;22.0;;;;; fine; send;, complete;;, nan;
1102;;;;Insert Fine Notification;;;complete;2005-12-28 00:00:00+01:00;;;N83048;;P;P;;; fine notification; insert;, complete;;, nan;
1103;;;;Insert Date Appeal to Prefecture;;;complete;2006-01-11 00:00:00+01:00;;;N83048;;;;;; date appeal; insert;, complete;;, nan; prefecture
1104;;;NIL;Send Appeal to Prefecture;;;complete;2006-02-23 00:00:00+01:00;;;N83048;;;;;; appeal; send;, complete;;, nan; prefecture
1105;71.5;;;Add penalty;;;complete;2006-02-26 00:00:00+01:00;;;N83048;;;;;; penalty; add;, complete;;, nan;
1106;;;;Receive Result Appeal from Prefecture;;;complete;2006-05-19 00:00:00+02:00;;;N83048;;;;;; result appeal; receive;, complete; prefecture;, nan;
1107;;;;Notify Result Appeal to Offender;;;complete;2006-07-01 00:00:00+02:00;;;N83048;;;;;; result appeal; notify;, complete;;, nan; offender
1108;;0;NIL;Appeal to Judge;;;complete;2006-08-01 00:00:00+02:00;;;N83048;;;;;0.0;; appeal;, complete;;, 0; judge
1109;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;N83048;;;;;; for credit collection; send;, complete;;, nan;
1110;35.0;536;NIL;Create Fine;A;0.0;complete;2005-12-06 00:00:00+01:00;157.0;0.0;N87170;;;;;; fine; create;, complete;;, 536;
1111;;;;Send Fine;;;complete;2006-03-28 00:00:00+02:00;;;N87170;11.0;;;;; fine; send;, complete;;, nan;
1112;;;;Insert Fine Notification;;;complete;2006-04-04 00:00:00+02:00;;;N87170;;P;P;;; fine notification; insert;, complete;;, nan;
1113;;;;Insert Date Appeal to Prefecture;;;complete;2006-05-05 00:00:00+02:00;;;N87170;;;;;; date appeal; insert;, complete;;, nan; prefecture
1114;71.5;;;Add penalty;;;complete;2006-06-03 00:00:00+02:00;;;N87170;;;;;; penalty; add;, complete;;, nan;
1115;;;NIL;Send Appeal to Prefecture;;;complete;2006-06-28 00:00:00+02:00;;;N87170;;;;;; appeal; send;, complete;;, nan; prefecture
1116;;;;Payment;;92.0;complete;2006-08-23 00:00:00+02:00;;;N87170;;;;92.0;;; payment;, complete;;, nan;
1117;35.0;537;NIL;Create Fine;A;0.0;complete;2006-04-09 00:00:00+02:00;157.0;0.0;N93295;;;;;; fine; create;, complete;;, 537;
1118;;;;Payment;;35.0;complete;2006-04-21 00:00:00+02:00;;;N93295;;;;35.0;;; payment;, complete;;, nan;
1119;;;;Send Fine;;;complete;2006-08-17 00:00:00+02:00;;;N93295;14.25;;;;; fine; send;, complete;;, nan;
1120;;;;Insert Fine Notification;;;complete;2006-08-30 00:00:00+02:00;;;N93295;;P;P;;; fine notification; insert;, complete;;, nan;
1121;;;;Payment;;46.0;complete;2006-08-31 00:00:00+02:00;;;N93295;;;;11.0;;; payment;, complete;;, nan;
1122;71.5;;;Add penalty;;;complete;2006-10-29 00:00:00+02:00;;;N93295;;;;;; penalty; add;, complete;;, nan;
1123;;;;Send for Credit Collection;;;complete;2009-03-30 00:00:00+02:00;;;N93295;;;;;; for credit collection; send;, complete;;, nan;
1124;35.0;557;NIL;Create Fine;A;0.0;complete;2006-03-29 00:00:00+02:00;157.0;0.0;N93643;;;;;; fine; create;, complete;;, 557;
1125;;;;Send Fine;;;complete;2006-08-17 00:00:00+02:00;;;N93643;22.0;;;;; fine; send;, complete;;, nan;
1126;;;;Insert Fine Notification;;;complete;2006-08-28 00:00:00+02:00;;;N93643;;P;P;;; fine notification; insert;, complete;;, nan;
1127;;;;Insert Date Appeal to Prefecture;;;complete;2006-09-11 00:00:00+02:00;;;N93643;;;;;; date appeal; insert;, complete;;, nan; prefecture
1128;;;NIL;Send Appeal to Prefecture;;;complete;2006-10-16 00:00:00+02:00;;;N93643;;;;;; appeal; send;, complete;;, nan; prefecture
1129;;;;Receive Result Appeal from Prefecture;;;complete;2006-10-24 00:00:00+02:00;;;N93643;;;;;; result appeal; receive;, complete; prefecture;, nan;
1130;71.5;;;Add penalty;;;complete;2006-10-27 00:00:00+02:00;;;N93643;;;;;; penalty; add;, complete;;, nan;
1131;;;;Notify Result Appeal to Offender;;;complete;2006-11-02 00:00:00+01:00;;;N93643;;;;;; result appeal; notify;, complete;;, nan; offender
1132;;0;G;Appeal to Judge;;;complete;2006-11-10 00:00:00+01:00;;;N93643;;;;;0.0;; appeal;, complete;;, 0; judge
1133;35.0;557;NIL;Create Fine;A;0.0;complete;2006-04-28 00:00:00+02:00;157.0;0.0;N95495;;;;;; fine; create;, complete;;, 557;
1134;;;;Payment;;48.0;complete;2006-05-04 00:00:00+02:00;;;N95495;;;;13.0;;; payment;, complete;;, nan;
1135;;;;Payment;;48.0;complete;2006-05-04 00:00:00+02:00;;;N95495;;;;35.0;;; payment;, complete;;, nan;
1136;;;;Send Fine;;;complete;2006-08-18 00:00:00+02:00;;;N95495;11.0;;;;; fine; send;, complete;;, nan;
1137;;;;Insert Fine Notification;;;complete;2006-08-26 00:00:00+02:00;;;N95495;;P;P;;; fine notification; insert;, complete;;, nan;
1138;71.5;;;Add penalty;;;complete;2006-10-25 00:00:00+02:00;;;N95495;;;;;; penalty; add;, complete;;, nan;
1139;;;;Payment;;61.0;complete;2007-10-26 00:00:00+02:00;;;N95495;;;;13.0;;; payment;, complete;;, nan;
1140;35.0;537;NIL;Create Fine;A;0.0;complete;2006-05-25 00:00:00+02:00;157.0;0.0;N96265;;;;;; fine; create;, complete;;, 537;
1141;;;;Send Fine;;;complete;2006-09-09 00:00:00+02:00;;;N96265;22.0;;;;; fine; send;, complete;;, nan;
1142;;;;Insert Fine Notification;;;complete;2006-09-18 00:00:00+02:00;;;N96265;;P;P;;; fine notification; insert;, complete;;, nan;
1143;;;;Insert Date Appeal to Prefecture;;;complete;2006-10-13 00:00:00+02:00;;;N96265;;;;;; date appeal; insert;, complete;;, nan; prefecture
1144;;0;G;Appeal to Judge;;;complete;2006-10-28 00:00:00+02:00;;;N96265;;;;;0.0;; appeal;, complete;;, 0; judge
1145;71.5;;;Add penalty;;;complete;2006-11-17 00:00:00+01:00;;;N96265;;;;;; penalty; add;, complete;;, nan;
1146;;;NIL;Send Appeal to Prefecture;;;complete;2006-11-27 00:00:00+01:00;;;N96265;;;;;; appeal; send;, complete;;, nan; prefecture
1147;;;;Receive Result Appeal from Prefecture;;;complete;2007-02-09 00:00:00+01:00;;;N96265;;;;;; result appeal; receive;, complete; prefecture;, nan;
1148;;;;Notify Result Appeal to Offender;;;complete;2007-02-14 00:00:00+01:00;;;N96265;;;;;; result appeal; notify;, complete;;, nan; offender
1149;35.0;541;NIL;Create Fine;A;0.0;complete;2006-06-28 00:00:00+02:00;157.0;0.0;N98923;;;;;; fine; create;, complete;;, 541;
1150;;;;Send Fine;;;complete;2006-11-16 00:00:00+01:00;;;N98923;22.0;;;;; fine; send;, complete;;, nan;
1151;;;;Insert Fine Notification;;;complete;2006-11-28 00:00:00+01:00;;;N98923;;P;P;;; fine notification; insert;, complete;;, nan;
1152;;;;Insert Date Appeal to Prefecture;;;complete;2007-01-18 00:00:00+01:00;;;N98923;;;;;; date appeal; insert;, complete;;, nan; prefecture
1153;71.5;;;Add penalty;;;complete;2007-01-27 00:00:00+01:00;;;N98923;;;;;; penalty; add;, complete;;, nan;
1154;;;;Receive Result Appeal from Prefecture;;;complete;2007-06-22 00:00:00+02:00;;;N98923;;;;;; result appeal; receive;, complete; prefecture;, nan;
1155;;;;Notify Result Appeal to Offender;;;complete;2007-06-28 00:00:00+02:00;;;N98923;;;;;; result appeal; notify;, complete;;, nan; offender
1156;;;;Payment;;92.0;complete;2007-07-16 00:00:00+02:00;;;N98923;;;;92.0;;; payment;, complete;;, nan;
1157;35.0;541;NIL;Create Fine;A;0.0;complete;2006-06-28 00:00:00+02:00;157.0;0.0;N98929;;;;;; fine; create;, complete;;, 541;
1158;;;;Send Fine;;;complete;2006-11-16 00:00:00+01:00;;;N98929;22.0;;;;; fine; send;, complete;;, nan;
1159;;;;Insert Fine Notification;;;complete;2006-11-28 00:00:00+01:00;;;N98929;;P;P;;; fine notification; insert;, complete;;, nan;
1160;71.5;;;Add penalty;;;complete;2007-01-27 00:00:00+01:00;;;N98929;;;;;; penalty; add;, complete;;, nan;
1161;;;;Insert Date Appeal to Prefecture;;;complete;2007-03-06 00:00:00+01:00;;;N98929;;;;;; date appeal; insert;, complete;;, nan; prefecture
1162;;0;NIL;Appeal to Judge;;;complete;2007-10-08 00:00:00+02:00;;;N98929;;;;;0.0;; appeal;, complete;;, 0; judge
1163;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;N98929;;;;;; appeal; send;, complete;;, nan; prefecture
1164;35.0;557;NIL;Create Fine;A;0.0;complete;2006-07-01 00:00:00+02:00;157.0;0.0;N99647;;;;;; fine; create;, complete;;, 557;
1165;;;;Send Fine;;;complete;2006-11-16 00:00:00+01:00;;;N99647;22.0;;;;; fine; send;, complete;;, nan;
1166;;;;Insert Fine Notification;;;complete;2006-11-28 00:00:00+01:00;;;N99647;;P;P;;; fine notification; insert;, complete;;, nan;
1167;71.5;;;Add penalty;;;complete;2007-01-27 00:00:00+01:00;;;N99647;;;;;; penalty; add;, complete;;, nan;
1168;;;;Insert Date Appeal to Prefecture;;;complete;2007-03-06 00:00:00+01:00;;;N99647;;;;;; date appeal; insert;, complete;;, nan; prefecture
1169;;;;Receive Result Appeal from Prefecture;;;complete;2007-10-01 00:00:00+02:00;;;N99647;;;;;; result appeal; receive;, complete; prefecture;, nan;
1170;;;;Notify Result Appeal to Offender;;;complete;2007-10-09 00:00:00+02:00;;;N99647;;;;;; result appeal; notify;, complete;;, nan; offender
1171;;0;NIL;Appeal to Judge;;;complete;2007-10-18 00:00:00+02:00;;;N99647;;;;;0.0;; appeal;, complete;;, 0; judge
1172;;;;Send for Credit Collection;;;complete;2010-10-15 00:00:00+02:00;;;N99647;;;;;; for credit collection; send;, complete;;, nan;
1173;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;N99647;;;;;; appeal; send;, complete;;, nan; prefecture
1174;24.0;550;NIL;Create Fine;A;0.0;complete;2011-07-30 00:00:00+02:00;7.0;0.0;P1505;;;;;; fine; create;, complete;;, 550;
1175;;;;Send Fine;;;complete;2011-09-21 00:00:00+02:00;;;P1505;30.0;;;;; fine; send;, complete;;, nan;
1176;;;;Insert Fine Notification;;;complete;2011-11-16 00:00:00+01:00;;;P1505;;P;P;;; fine notification; insert;, complete;;, nan;
1177;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;P1505;;;;;; appeal; send;, complete;;, nan; prefecture
1178;;;;Insert Date Appeal to Prefecture;;;complete;2012-01-12 00:00:00+01:00;;;P1505;;;;;; date appeal; insert;, complete;;, nan; prefecture
1179;47.0;;;Add penalty;;;complete;2012-01-15 00:00:00+01:00;;;P1505;;;;;; penalty; add;, complete;;, nan;
1180;;;;Receive Result Appeal from Prefecture;;;complete;2012-04-11 00:00:00+02:00;;;P1505;;;;;; result appeal; receive;, complete; prefecture;, nan;
1181;;;;Notify Result Appeal to Offender;;;complete;2012-04-16 00:00:00+02:00;;;P1505;;;;;; result appeal; notify;, complete;;, nan; offender
1182;24.0;536;NIL;Create Fine;A;0.0;complete;2011-06-11 00:00:00+02:00;7.0;0.0;P20;;;;;; fine; create;, complete;;, 536;
1183;;;;Send Fine;;;complete;2011-07-26 00:00:00+02:00;;;P20;26.0;;;;; fine; send;, complete;;, nan;
1184;;;;Insert Fine Notification;;;complete;2011-08-20 00:00:00+02:00;;;P20;;P;P;;; fine notification; insert;, complete;;, nan;
1185;47.0;;;Add penalty;;;complete;2011-10-19 00:00:00+02:00;;;P20;;;;;; penalty; add;, complete;;, nan;
1186;;;;Insert Date Appeal to Prefecture;;;complete;2011-11-07 00:00:00+01:00;;;P20;;;;;; date appeal; insert;, complete;;, nan; prefecture
1187;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-20 00:00:00+01:00;;;P20;;;;;; appeal; send;, complete;;, nan; prefecture
1188;;;;Receive Result Appeal from Prefecture;;;complete;2012-02-15 00:00:00+01:00;;;P20;;;;;; result appeal; receive;, complete; prefecture;, nan;
1189;;;;Payment;;74.0;complete;2012-04-27 00:00:00+02:00;;;P20;;;;74.0;;; payment;, complete;;, nan;
1190;24.0;538;NIL;Create Fine;A;0.0;complete;2011-09-06 00:00:00+02:00;7.0;0.0;P2779;;;;;; fine; create;, complete;;, 538;
1191;;;;Send Fine;;;complete;2011-10-24 00:00:00+02:00;;;P2779;30.0;;;;; fine; send;, complete;;, nan;
1192;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;P2779;;;;;; appeal; send;, complete;;, nan; prefecture
1193;;;;Insert Fine Notification;;;complete;2012-01-26 00:00:00+01:00;;;P2779;;P;P;;; fine notification; insert;, complete;;, nan;
1194;;;;Insert Date Appeal to Prefecture;;;complete;2012-02-11 00:00:00+01:00;;;P2779;;;;;; date appeal; insert;, complete;;, nan; prefecture
1195;47.0;;;Add penalty;;;complete;2012-03-26 00:00:00+02:00;;;P2779;;;;;; penalty; add;, complete;;, nan;
1196;;;;Receive Result Appeal from Prefecture;;;complete;2012-05-11 00:00:00+02:00;;;P2779;;;;;; result appeal; receive;, complete; prefecture;, nan;
1197;;;;Notify Result Appeal to Offender;;;complete;2012-05-21 00:00:00+02:00;;;P2779;;;;;; result appeal; notify;, complete;;, nan; offender
1198;24.0;550;NIL;Create Fine;A;0.0;complete;2012-10-03 00:00:00+02:00;7.0;0.0;P3316;;;;;; fine; create;, complete;;, 550;
1199;;;;Send Fine;;;complete;2013-03-06 00:00:00+01:00;;;P3316;45.0;;;;; fine; send;, complete;;, nan;
1200;;;;Insert Fine Notification;;;complete;2013-03-13 00:00:00+01:00;;;P3316;;P;P;;; fine notification; insert;, complete;;, nan;
1201;;;;Insert Date Appeal to Prefecture;;;complete;2013-03-21 00:00:00+01:00;;;P3316;;;;;; date appeal; insert;, complete;;, nan; prefecture
1202;;;NIL;Send Appeal to Prefecture;;;complete;2013-04-22 00:00:00+02:00;;;P3316;;;;;; appeal; send;, complete;;, nan; prefecture
1203;;;;Receive Result Appeal from Prefecture;;;complete;2013-05-10 00:00:00+02:00;;;P3316;;;;;; result appeal; receive;, complete; prefecture;, nan;
1204;47.0;;;Add penalty;;;complete;2013-05-12 00:00:00+02:00;;;P3316;;;;;; penalty; add;, complete;;, nan;
1205;;;;Notify Result Appeal to Offender;;;complete;2013-05-15 00:00:00+02:00;;;P3316;;;;;; result appeal; notify;, complete;;, nan; offender
1206;24.0;538;NIL;Create Fine;A;0.0;complete;2012-02-01 00:00:00+01:00;7.0;0.0;P3840;;;;;; fine; create;, complete;;, 538;
1207;;;;Send Fine;;;complete;2012-03-14 00:00:00+01:00;;;P3840;15.0;;;;; fine; send;, complete;;, nan;
1208;;;;Insert Fine Notification;;;complete;2012-03-23 00:00:00+01:00;;;P3840;;P;P;;; fine notification; insert;, complete;;, nan;
1209;;;;Insert Date Appeal to Prefecture;;;complete;2012-04-03 00:00:00+02:00;;;P3840;;;;;; date appeal; insert;, complete;;, nan; prefecture
1210;;;NIL;Send Appeal to Prefecture;;;complete;2012-04-27 00:00:00+02:00;;;P3840;;;;;; appeal; send;, complete;;, nan; prefecture
1211;47.0;;;Add penalty;;;complete;2012-05-22 00:00:00+02:00;;;P3840;;;;;; penalty; add;, complete;;, nan;
1212;;;;Payment;;62.0;complete;2012-09-21 00:00:00+02:00;;;P3840;;;;62.0;;; payment;, complete;;, nan;
1213;35.0;820;NIL;Create Fine;A;0.0;complete;2005-07-22 00:00:00+02:00;7.0;0.0;S105079;;;;;; fine; create;, complete;;, 820;
1214;;;;Send Fine;;;complete;2005-12-03 00:00:00+01:00;;;S105079;11.0;;;;; fine; send;, complete;;, nan;
